cbsa,name,households_income_lt_10k,households_income_10k_15k,households_income_15k_20k,households_income_20k_25k,households_income_25k_30k,households_income_30k_35k,households_income_35k_40k,households_income_40k_45k,households_income_45k_50k,households_income_50k_60k,households_income_60k_75k,households_income_75k_100k,households_income_100k_125k,households_income_125k_150k,households_income_150k_200k,households_income_200k_plus,housing_units,occupied_housing_units,vacant_housing_units,housing_units_1_detached,housing_units_1_attached,housing_units_2,housing_units_3_4,housing_units_5_9,housing_units_10_19,housing_units_20_49,housing_units_50_plus,housing_units_mobile_home,housing_units_other,owner_households,owner_households_15_24,owner_households_25_34,owner_households_35_44,owner_households_45_54,owner_households_55_59,owner_households_60_64,owner_households_65_74,owner_households_75_84,owner_households_85_plus,renter_households,renter_households_15_24,renter_households_25_34,renter_households_35_44,renter_households_45_54,renter_households_55_59,renter_households_60_64,renter_households_65_74,renter_households_75_84,renter_households_85_plus,year,households_income_50k_to_100k,housing_units_multifamily_5plus,share_sf_detached,share_multifamily_5plus,vacancy_rate,households_25_44,owner_households_25_44,renter_households_25_44,share_households_25_44
21300,"Elmira, NY Metro Area",3038,2305,4510,1787,1981,2451,2259,2469,1438,2942,3047,4007,1203,549,775,358,38026,35119,2907,25363.0,532.0,4641.0,1928.0,1528.0,721.0,518.0,942.0,1853.0,0.0,23797,15,2442,3417,5976,3214,1956,3183,2782,812,11322,977,3032,2215,1765,410,651,850,797,625,2005,9996,3709.0,0.6669910061536843,0.09753852627149845,0.07644769368326934,11106,5859,5247,0.31623907286653946
21300,"Elmira, NY Metro Area",2284,3370,2400,1970,2729,2561,2186,1663,1615,3104,3865,2620,2378,946,369,609,38020,34669,3351,24589.0,266.0,4379.0,1992.0,1999.0,934.0,315.0,880.0,2666.0,0.0,23336,243,2231,4069,5863,2841,2072,2465,2776,776,11333,970,3767,2072,1587,551,488,758,698,442,2006,9589,4128.0,0.6467385586533404,0.1085744345081536,0.08813782219884271,12139,6300,5839,0.35013989443018256
21300,"Elmira, NY Metro Area",3196,2472,3603,1872,2177,2848,1240,1734,1508,2733,3183,2662,2265,1512,768,953,38008,34726,3282,23994.0,875.0,5806.0,1638.0,1491.0,957.0,554.0,679.0,2014.0,0.0,23485,160,1655,4527,5904,2599,1588,2923,2872,1257,11241,1460,3444,1462,1054,1131,523,814,832,521,2007,8578,3681.0,0.6312881498631867,0.09684803199326458,0.08635024205430436,11088,6182,4906,0.3192996601969706
21300,"Elmira, NY Metro Area",3248,2603,2182,1903,2619,2270,1689,2045,1655,2780,4135,4333,1564,910,472,445,37983,34853,3130,26020.0,427.0,3773.0,2414.0,1272.0,874.0,210.0,726.0,2267.0,0.0,24117,167,2651,3944,5454,2592,2493,3311,2189,1316,10736,1687,1764,2209,1867,828,775,976,534,96,2008,11248,3082.0,0.6850433088486955,0.08114156333096385,0.08240528657557328,10568,6595,3973,0.30321636587955125
21300,"Elmira, NY Metro Area",3689,2259,2729,2751,2044,1018,2705,1436,2013,2975,4014,3962,2449,731,936,493,38089,36204,1885,25733.0,521.0,3116.0,2939.0,726.0,728.0,702.0,1132.0,2423.0,69.0,24017,74,2191,4420,5751,2227,1942,3713,2666,1033,12187,1783,2160,2027,2147,847,1145,1018,760,300,2009,10951,3288.0,0.6756018798078185,0.08632413557720077,0.04948935388169813,10798,6611,4187,0.2982543365373992
21300,"Elmira, NY Metro Area",2007,1996,3029,2649,2711,1563,1168,1533,2087,3515,3396,4447,2042,1130,1317,944,38361,35534,2827,25244.0,1070.0,3341.0,2899.0,2315.0,279.0,155.0,1017.0,1906.0,135.0,23848,342,1834,3395,6002,2409,3571,3350,2344,601,11686,939,3604,2196,2160,592,630,683,384,498,2010,11358,3766.0,0.658064179765908,0.09817262323714189,0.07369463778316519,11029,5229,5800,0.31037879214273656
21300,"Elmira, NY Metro Area",3484,1921,1907,2173,2187,1599,1386,1438,1668,3227,3598,4111,2824,1650,1317,1154,38371,35644,2727,26131.0,451.0,4071.0,1710.0,1364.0,443.0,390.0,1684.0,2010.0,117.0,23431,306,2177,3501,5218,2537,2670,3710,2141,1171,12213,1906,2531,1643,2169,1083,867,1006,616,392,2011,10936,3881.0,0.6810090954105965,0.10114409319538192,0.07106929712543326,9852,5678,4174,0.27639995511165977
21300,"Elmira, NY Metro Area",2216,2731,2736,2769,2281,2047,1480,948,1007,3182,3832,3796,3190,1106,1236,310,38335,34867,3468,24818.0,1033.0,3936.0,1923.0,1656.0,793.0,528.0,1278.0,2370.0,0.0,24469,112,3084,3618,5441,2777,2442,3925,2368,702,10398,1187,1246,1231,2487,1309,846,773,469,850,2012,10810,4255.0,0.6473979392200339,0.11099517412286422,0.09046563192904657,9179,6702,2477,0.2632575214386096
21300,"Elmira, NY Metro Area",2798,2650,2365,2762,1381,1732,2460,1665,1964,2827,3199,4178,2305,1112,1495,945,38264,35838,2426,25048.0,1035.0,4311.0,2086.0,1912.0,718.0,236.0,874.0,2044.0,0.0,24160,105,2327,3583,5086,3346,2779,3877,2102,955,11678,1286,3248,2007,2064,783,670,716,680,224,2013,10204,3740.0,0.6546100773573071,0.09774200292703324,0.06340163077566381,11165,5910,5255,0.31154082259054633
21300,"Elmira, NY Metro Area",3337,1655,1753,2046,1484,1831,1678,2202,1225,3096,3397,4129,3229,1068,1303,1184,38380,34617,3763,25563.0,933.0,3738.0,1835.0,1413.0,603.0,184.0,1455.0,2548.0,108.0,23747,199,2033,3220,4685,3082,3308,3811,2350,1059,10870,1371,3657,1209,1850,447,561,1085,224,466,2014,10622,3655.0,0.6660500260552371,0.09523189161021366,0.09804585721730068,10119,5253,4866,0.2923130253921484
21300,"Elmira, NY Metro Area",2631,1495,1760,1632,1831,2044,1297,1543,1675,3854,4237,4183,2927,1740,861,836,38343,34546,3797,26571.0,1342.0,3229.0,1911.0,1526.0,614.0,412.0,850.0,1888.0,0.0,24556,102,2100,3262,4824,3768,3022,4322,2374,782,9990,1057,2503,1819,1231,566,718,1061,602,433,2015,12274,3402.0,0.6929817698145685,0.08872545184257882,0.09902720183605873,9684,5362,4322,0.2803218896543739
21300,"Elmira, NY Metro Area",2593,1953,2073,2483,1564,2065,1001,1283,1564,2537,3336,4804,2549,1804,1644,1165,38323,34418,3905,24432.0,270.0,4188.0,3501.0,1341.0,1131.0,464.0,1247.0,1749.0,0.0,22271,203,1893,3257,4333,2316,2923,4542,1973,831,12147,746,2555,2146,2065,1415,533,1255,667,765,2016,10677,4183.0,0.6375283772147274,0.10915116248727919,0.10189703311327401,9851,5150,4701,0.2862165146144459
21300,"Elmira, NY Metro Area",2934,1292,1545,1643,1563,1528,2053,1483,1776,2002,3387,4788,2647,1357,1173,1076,38840,32247,6593,25642.0,790.0,4239.0,1960.0,1274.0,1135.0,684.0,982.0,2097.0,37.0,21599,284,1659,3014,3628,2631,2968,4384,1741,1290,10648,997,2432,1820,1943,1116,392,1114,133,701,2017,10177,4075.0,0.6601956745623069,0.10491761071060762,0.16974768280123584,8925,4673,4252,0.27676993208670575
21300,"Elmira, NY Metro Area",2848,2044,1048,2145,2347,1560,873,1969,1435,2755,3979,4424,2866,2144,764,1124,38924,34325,4599,25417.0,986.0,3430.0,3097.0,2063.0,423.0,180.0,1470.0,1858.0,0.0,22827,335,2156,2855,4053,2985,2737,4822,2290,594,11498,1025,2594,1835,1919,1293,291,1504,855,182,2018,11158,4136.0,0.6529904429143973,0.1062583496043572,0.11815332442708869,9440,5011,4429,0.2750182083029862
21300,"Elmira, NY Metro Area",2933,1273,1197,1472,1200,1538,1097,1482,1638,2617,4234,4754,2904,2351,1835,965,39081,33490,5591,26320.0,477.0,4162.0,2290.0,1571.0,526.0,449.0,1408.0,1878.0,0.0,24072,276,2673,2822,3995,2590,3164,5345,2534,673,9418,686,1570,2075,1985,808,823,434,334,703,2019,11605,3954.0,0.6734730431667563,0.10117448376448913,0.14306184590977714,9140,5495,3645,0.2729172887429083
21300,"Elmira, NY Metro Area",2690,1980,1097,1984,1274,1468,1105,1665,1775,2576,3882,5203,3459,2116,1896,1237,39196,35407,3789,26715.0,445.0,3907.0,1833.0,1694.0,1355.0,597.0,885.0,1716.0,49.0,24083,140,2676,3913,4217,2255,2790,4833,2025,1234,11324,693,2669,1245,1495,1207,1064,1166,1209,576,2021,11661,4531.0,0.6815746504745382,0.11559853046229207,0.09666802734972957,10503,6589,3914,0.2966362583669896
21300,"Elmira, NY Metro Area",1859,1952,1837,1911,863,1833,1535,1651,1537,3402,3836,3892,3021,2262,1571,1357,39311,34319,4992,26041.0,1409.0,3440.0,1644.0,941.0,1044.0,1024.0,1226.0,2275.0,267.0,23699,142,2546,2956,4178,2019,3333,4632,2629,1264,10620,888,2785,2128,1376,421,952,1433,445,192,2022,11130,4235.0,0.6624354506372262,0.10773066062934039,0.12698735722825671,10415,5502,4913,0.3034762085142341
21300,"Elmira, NY Metro Area",2464,2055,1286,2423,715,1374,909,1729,1827,3171,3111,4008,3529,2750,2530,1710,39373,35591,3782,27689.0,671.0,4261.0,1485.0,1543.0,742.0,245.0,1124.0,1613.0,0.0,25009,390,2556,3643,4495,2636,2237,4840,3388,824,10582,880,2240,1651,2052,950,771,1299,566,173,2023,10290,3654.0,0.7032484189673126,0.09280471389022935,0.09605567266908796,10090,6199,3891,0.2834986372959456
21300,"Elmira, NY Metro Area",1947,1137,2130,1631,781,993,1582,1388,1713,2190,4826,5216,3604,1890,2103,2898,39424,36029,3395,26886.0,356.0,3954.0,2058.0,1291.0,932.0,371.0,1415.0,2132.0,29.0,24236,470,2349,3807,3874,1998,2586,5337,2784,1031,11793,1232,3377,1648,1206,1117,833,1352,883,145,2024,12232,4009.0,0.6819703733766234,0.1016893262987013,0.08611505681818182,11181,6156,5025,0.3103333425851397
21340,"El Paso, TX Metro Area",33523,24515,19037,18412,15642,14490,14026,10169,8856,19132,15872,17652,7074,3153,3627,2311,244193,227491,16702,159575.0,9573.0,4939.0,9115.0,13467.0,6997.0,5010.0,17660.0,17857.0,0.0,148297,3266,17861,31501,35822,14519,11083,19054,12177,3014,79194,11434,21409,15517,13629,4778,3615,4114,3782,916,2005,52656,43134.0,0.6534790104548451,0.17663896999504491,0.0683967189886688,86288,49362,36926,0.37930291747805406
21340,"El Paso, TX Metro Area",32162,23340,18774,17704,16517,14497,14120,10394,9015,16977,18686,17218,9581,5025,3028,2873,249289,229911,19378,162272.0,10231.0,6327.0,9240.0,12380.0,8838.0,6090.0,17251.0,16472.0,188.0,147670,3088,16906,31961,34610,17387,10293,17901,12819,2705,82241,9652,21858,18444,14251,4607,3144,5235,3811,1239,2006,52881,44559.0,0.6509392712875418,0.17874434892835223,0.07773307285921159,89169,48867,40302,0.38784138210003
21340,"El Paso, TX Metro Area",30221,21225,19974,16395,13281,14644,13190,12783,11078,15851,18509,20896,9252,5230,4659,4193,253055,231381,21674,168464.0,8853.0,6992.0,10057.0,10875.0,7523.0,5522.0,20636.0,14013.0,120.0,150015,1713,14263,34056,39158,15948,10884,17194,13528,3271,81366,9729,22165,17791,11366,5255,3036,6569,3800,1655,2007,55256,44556.0,0.6657208907154571,0.17607239532907865,0.08564936476260102,88275,48319,39956,0.3815136074267118
21340,"El Paso, TX Metro Area",26524,20945,20282,17632,15022,14515,10878,12563,11395,19741,18939,22060,11852,4780,6061,4011,257079,237200,19879,176987.0,7613.0,6933.0,8988.0,9798.0,9515.0,4784.0,17181.0,15034.0,246.0,156406,2030,17037,33704,38720,14833,13206,18215,14813,3848,80794,9682,21964,15843,14834,4446,3419,5639,3482,1485,2008,60740,41278.0,0.6884537437908191,0.16056542930383266,0.07732642495108508,88548,50741,37807,0.3733052276559865
21340,"El Paso, TX Metro Area",28607,20311,17977,17543,16959,16635,12295,14050,12113,17934,20298,21489,12056,5758,3844,3830,260754,241699,19055,171545.0,8786.0,8599.0,12181.0,10692.0,11126.0,8377.0,14066.0,15340.0,42.0,148333,1261,16565,28843,36033,17948,11436,17705,14538,4004,93366,9812,25914,21409,16237,4937,3840,5830,3864,1523,2009,59721,44261.0,0.6578806077759114,0.1697423625332689,0.07307653957369782,92731,45408,47323,0.3836631512749329
21340,"El Paso, TX Metro Area",26759,20213,20612,20891,16029,16141,15333,13073,11301,18918,20007,18835,13677,6976,5502,4503,270989,248770,22219,180561.0,8155.0,7823.0,10893.0,14812.0,9437.0,6836.0,14405.0,17458.0,609.0,156624,1740,15557,30565,37326,17657,16165,20816,13000,3798,92146,10659,26006,20180,14638,6426,3596,5462,4025,1154,2010,57760,45490.0,0.6663037983091564,0.16786659237090804,0.08199225798833162,92308,46122,46186,0.37105760340877114
21340,"El Paso, TX Metro Area",25871,20316,18487,19227,14378,16936,14406,12741,12474,18834,26186,23146,13862,8250,6962,5209,274827,257285,17542,188031.0,9082.0,10038.0,10206.0,12644.0,13332.0,6593.0,11492.0,13290.0,119.0,155801,1247,17830,30194,35992,19220,13766,19841,14134,3577,101484,10964,25857,24049,18594,5286,5279,5998,3388,2069,2011,68166,44061.0,0.6841795020139942,0.16032267571963454,0.0638292453070477,97930,48024,49906,0.380628485920283
21340,"El Paso, TX Metro Area",28575,19369,19211,16054,17961,15521,12389,12729,12725,22438,23738,25912,14912,6429,6878,5804,278742,260645,18097,190727.0,7820.0,7070.0,15622.0,12591.0,14527.0,5703.0,8000.0,16566.0,116.0,158861,2025,16670,30895,35974,19102,14698,21483,13749,4265,101784,9800,29539,24026,16734,5891,4010,7008,3704,1072,2012,72088,40821.0,0.684242058964921,0.1464472522978238,0.06492383637916066,101130,47565,53565,0.38799900247463026
21340,"El Paso, TX Metro Area",26472,19832,18729,18791,14543,17150,14574,13465,14328,20062,23164,25043,13453,8224,6473,5277,283516,259580,23936,190630.0,7747.0,8283.0,13678.0,16216.0,16163.0,5937.0,7032.0,17686.0,144.0,158182,1197,15544,30547,36763,18495,15269,21804,13734,4829,101398,11057,27686,22602,16068,6392,4157,7076,4419,1941,2013,68269,45348.0,0.6723782784745834,0.15994864487365792,0.08442557033818197,96379,46091,50288,0.37128823484089685
21340,"El Paso, TX Metro Area",26535,17372,19030,16845,17029,15779,15262,13719,13687,20118,23097,23918,13990,7426,7508,5233,288141,256548,31593,190287.0,6532.0,9060.0,16355.0,20925.0,14921.0,5753.0,7352.0,16712.0,244.0,157847,1570,17256,28545,36066,18037,15605,22882,13472,4414,98701,11287,26457,23016,13637,6803,5405,6261,4141,1694,2014,67133,48951.0,0.6603954314033754,0.16988557685299904,0.10964423667579415,95274,45801,49473,0.3713691005192011
21340,"El Paso, TX Metro Area",22003,16980,18198,14094,15296,17659,15386,13826,14092,23833,26442,25924,17079,9396,7270,4051,290930,261529,29401,195516.0,7042.0,8836.0,15223.0,14557.0,19650.0,7235.0,6533.0,16075.0,263.0,160929,2002,15362,30446,36616,19192,15411,22341,14216,5343,100600,9369,28646,21413,14857,7210,4475,8590,4707,1333,2015,76199,47975.0,0.6720379472725397,0.1649022101536452,0.10105867390781288,95867,45808,50059,0.3665635550933166
21340,"El Paso, TX Metro Area",24694,21623,16071,17185,16373,15304,16304,12640,13077,23071,24378,28861,17912,7524,7514,5641,294998,268172,26826,195473.0,8281.0,5868.0,13243.0,15572.0,15283.0,7030.0,15433.0,18763.0,52.0,161045,1110,14595,29786,36938,18321,17879,23526,13329,5561,107127,11015,31421,22587,16112,6607,5841,7789,3744,2011,2016,76310,53318.0,0.6626248313547889,0.1807402084081926,0.09093620973701516,98389,44381,54008,0.366887669107886
21340,"El Paso, TX Metro Area",22731,17927,18501,17699,18071,13628,13668,14167,14716,20932,27729,25292,19566,9289,8099,8061,297751,270076,27675,202608.0,8408.0,8273.0,14702.0,15404.0,16782.0,8026.0,8147.0,14969.0,432.0,165385,1283,14304,32744,36013,19547,17432,24795,12963,6304,104691,9746,31601,20987,17042,6444,5415,7695,4149,1612,2017,73953,48359.0,0.6804611907264795,0.1624142320260889,0.09294679111069316,99636,47048,52588,0.3689183785304877
21340,"El Paso, TX Metro Area",25819,17154,20579,17302,16625,15307,13294,11909,13022,23549,24217,26318,18911,9544,10450,7122,300964,271122,29842,200129.0,13044.0,10374.0,11422.0,19585.0,14011.0,9301.0,6864.0,16063.0,171.0,165653,900,14791,30838,36113,16608,17690,27767,15775,5171,105469,8274,32396,22316,15996,7589,5652,7469,4275,1502,2018,74084,49761.0,0.664959928762244,0.1653387116067038,0.09915471617867917,100341,45629,54712,0.37009538141500875
21340,"El Paso, TX Metro Area",24709,14800,13518,14922,14547,16673,12728,13585,12131,24892,30911,28751,22692,9512,9216,6550,302722,270137,32585,200766.0,10766.0,5197.0,13860.0,20723.0,14533.0,8354.0,8026.0,20352.0,145.0,163433,1276,16590,25978,36577,20146,16029,27644,13367,5826,106704,10861,29661,25263,16216,5205,6521,7525,3872,1580,2019,84554,51636.0,0.663202542266502,0.17057234029902021,0.1076400129491745,97492,42568,54924,0.36089835898081346
21340,"El Paso, TX Metro Area",26109,17948,15419,15994,13763,15115,15356,12067,14313,28194,32079,29971,21890,15364,13297,12298,322343,299177,23166,220263.0,14555.0,7103.0,13524.0,15851.0,15307.0,6353.0,12776.0,15980.0,631.0,195239,1575,23238,39679,39039,21066,19374,29928,15890,5450,103938,10533,30327,19030,13450,6597,6879,10027,5550,1545,2021,90244,50287.0,0.6833187008869435,0.15600462860989692,0.0718675448202691,112274,62917,49357,0.37527617430484295
21340,"El Paso, TX Metro Area",23065,17286,15326,14585,12848,17630,12930,14447,12357,25846,32093,35996,22246,15625,15035,14174,325181,301489,23692,217437.0,11087.0,7658.0,14903.0,18266.0,15311.0,10758.0,11536.0,17640.0,585.0,188920,1616,23323,34933,36568,18403,18171,32834,16650,6422,112569,10263,33481,23950,17569,5673,7633,8702,3678,1620,2022,93935,55871.0,0.6686645283703537,0.17181508144694801,0.07285788530080171,115687,58256,57431,0.38371880897810534
21340,"El Paso, TX Metro Area",23239,16695,11592,15158,13752,12769,12444,12434,11444,23247,34582,38372,26205,15572,20404,14018,327232,301927,25305,223819.0,10424.0,6781.0,15283.0,18431.0,13876.0,7435.0,11966.0,18556.0,661.0,191319,2154,20186,33753,40238,16082,21871,33764,17793,5478,110608,10610,31547,25450,15714,5853,7548,8210,4320,1356,2023,96201,51708.0,0.6839765059651868,0.1580163309211813,0.07733045667905339,110936,53939,56997,0.36742656337459056
21340,"El Paso, TX Metro Area",18204,15293,15643,13881,14846,15736,12939,11727,10478,23010,30587,36780,28934,16956,22032,15827,329122,302873,26249,221080.0,10623.0,7155.0,16857.0,21086.0,13840.0,8508.0,12637.0,16577.0,759.0,194929,2534,20718,37721,38320,18864,20838,32542,17073,6319,107944,8859,33656,21726,16193,6176,6067,9611,4385,1271,2024,90377,56071.0,0.671726593785891,0.1703653964183494,0.07975461986740479,113821,58439,55382,0.3758043800536859
21420,"Enid, OK Metro Area",1183,1953,1387,1837,1488,1433,941,1180,922,2449,2597,2967,2301,1141,615,465,26885,24859,2026,21542.0,847.0,641.0,822.0,1270.0,291.0,382.0,226.0,850.0,14.0,15599,272,1139,1824,2983,1654,1982,2811,1835,1099,9260,1006,2425,2584,1273,812,449,366,241,104,2016,8013,2169.0,0.801264645713223,0.08067695741119583,0.07535800632322856,7972,2963,5009,0.3206886841787683
21420,"Enid, OK Metro Area",1079,1064,1595,2049,1553,1115,1020,1022,1372,1838,3014,1961,1451,995,1199,457,26776,22784,3992,21752.0,1056.0,402.0,402.0,767.0,403.0,401.0,82.0,1511.0,0.0,14717,60,1722,1955,2090,1461,1750,3075,2451,153,8067,1148,2111,1483,905,650,559,412,492,307,2017,6813,1653.0,0.8123692859276964,0.061734389005079174,0.14908873618165522,7271,3677,3594,0.31912745786516855
21420,"Enid, OK Metro Area",1011,923,1742,1418,1045,1331,1368,998,1037,1978,2643,2852,2395,1073,476,708,26802,22998,3804,22527.0,442.0,239.0,1233.0,439.0,190.0,165.0,757.0,693.0,117.0,14706,120,1374,2691,1854,2089,1335,3209,1576,458,8292,888,3175,1832,591,399,378,533,285,211,2018,7473,1551.0,0.8404969778374748,0.05786881576001791,0.1419297067383031,9072,4065,5007,0.3944690842681972
21420,"Enid, OK Metro Area",1441,505,873,1147,1464,777,1016,691,649,2592,2677,4417,1852,1834,1110,638,26769,23683,3086,22213.0,425.0,533.0,251.0,443.0,672.0,669.0,327.0,1236.0,0.0,15950,37,2716,2533,2122,1784,1385,2668,2067,638,7733,1341,2313,1537,744,596,484,475,125,118,2019,9686,2111.0,0.829803130486757,0.07885987522880944,0.11528260301094549,9099,5249,3850,0.38419963687032893
21420,"Enid, OK Metro Area",1483,1229,714,909,1428,804,879,1178,458,2150,2707,3137,2512,1762,984,682,27805,23016,4789,22560.0,510.0,199.0,1814.0,772.0,193.0,780.0,172.0,648.0,157.0,15538,39,2061,2369,2174,1544,1778,3471,1752,350,7478,958,913,1942,1153,540,493,818,356,305,2021,7994,1917.0,0.8113648624348139,0.06894443445423484,0.1722352094946952,7285,4430,2855,0.31651894334376085
21420,"Enid, OK Metro Area",1158,1334,1101,1143,752,1424,1261,752,1033,2843,2498,2326,1376,1741,1187,1125,27802,23054,4748,20361.0,551.0,1312.0,554.0,958.0,780.0,582.0,843.0,1723.0,138.0,15180,219,1549,2942,2465,924,1540,2889,2074,578,7874,820,2221,1545,655,616,278,1015,459,265,2022,7667,3163.0,0.7323573843608373,0.11376879361197036,0.17077908064168046,8257,4491,3766,0.3581591047106793
21420,"Enid, OK Metro Area",1821,635,768,1035,934,1117,1566,1026,825,1677,1614,4061,2411,670,1800,1685,27804,23645,4159,22276.0,983.0,510.0,505.0,698.0,640.0,363.0,708.0,615.0,506.0,14478,134,1331,2457,2330,1334,1454,3218,1455,765,9167,900,2808,1880,718,688,737,723,505,208,2023,7352,2409.0,0.801179686376061,0.08664220975399223,0.14958279384261258,8476,3788,4688,0.3584690209346585
21420,"Enid, OK Metro Area",1050,1225,783,1140,1048,578,754,930,942,1733,2985,3176,2811,1282,1274,1922,27758,23633,4125,23749.0,534.0,501.0,503.0,442.0,152.0,398.0,484.0,939.0,56.0,17089,117,2078,3788,2624,1370,1340,3220,1461,1091,6544,741,1974,839,840,163,842,775,227,143,2024,7894,1476.0,0.8555731680956842,0.05317385978816918,0.1486058073348224,8679,5866,2813,0.367240722718233
21460,"Enterprise-Ozark, AL Micro Area",3328,2824,3049,2591,2946,2272,2760,1910,1796,2698,3156,3690,1678,340,426,282,43347,35746,7601,28377.0,1916.0,2215.0,2639.0,873.0,113.0,29.0,193.0,6980.0,12.0,24388,579,1759,4509,6042,2120,2842,4099,1801,637,11358,1265,4504,1438,2013,531,747,530,240,90,2005,9544,1208.0,0.654647380441553,0.027868133896232727,0.1753523888619743,12210,6268,5942,0.3415766799082415
21460,"Enterprise-Ozark, AL Micro Area",3772,3161,2638,2746,2482,2278,1669,2311,1958,4019,3586,3758,2116,680,451,466,43950,38091,5859,28933.0,1720.0,1615.0,1632.0,2336.0,78.0,432.0,40.0,7131.0,33.0,24349,272,2114,4429,4773,3199,2258,4046,2302,956,13742,1457,4141,3324,1986,457,774,692,563,348,2006,11363,2886.0,0.6583162684869169,0.06566552901023891,0.13331058020477815,14008,6543,7465,0.36775091228899215
21460,"Enterprise-Ozark, AL Micro Area",4001,3540,2334,2723,2482,2874,2107,2056,2375,3093,3538,3087,2489,1092,684,237,44285,38712,5573,28913.0,1496.0,1245.0,1531.0,2122.0,260.0,86.0,96.0,8526.0,10.0,24671,452,2133,4098,5366,3045,2471,4095,2660,351,14041,1811,4051,2864,2920,613,478,847,321,136,2007,9718,2564.0,0.6528847239471605,0.05789770802754883,0.12584396522524557,13146,6231,6915,0.33958462492250463
21460,"Enterprise-Ozark, AL Micro Area",3569,2843,2374,1776,1824,3042,2689,1977,2179,3358,3648,4708,2866,1576,691,370,44743,39490,5253,29590.0,1755.0,1456.0,2061.0,2374.0,722.0,73.0,65.0,6647.0,0.0,24981,364,2219,4286,5765,3063,2680,3699,2219,686,14509,2207,4567,3093,1883,1013,325,530,646,245,2008,11714,3234.0,0.6613324989383814,0.0722794627092506,0.11740383970676978,14165,6505,7660,0.35869840465940744
21460,"Enterprise-Ozark, AL Micro Area",3585,3073,3008,2496,1437,2035,1943,2091,1321,3209,4450,4358,1893,1330,835,806,45301,37870,7431,27848.0,1677.0,1661.0,2963.0,1535.0,834.0,373.0,79.0,8196.0,135.0,24297,373,2063,3996,5496,2594,3222,3637,2098,818,13573,1448,4327,3202,1841,920,692,607,394,142,2009,12017,2821.0,0.6147325666100086,0.06227235601863094,0.16403611399306858,13588,6059,7529,0.358806443094798
21460,"Enterprise-Ozark, AL Micro Area",3691,3807,2733,1597,2139,2591,2020,2317,1289,3197,4286,4522,1926,1044,687,360,45068,38206,6862,29178.0,1572.0,889.0,2292.0,2605.0,324.0,92.0,0.0,7993.0,123.0,25782,187,2877,3947,5339,3265,2524,4887,1939,817,12424,1122,3951,2713,1876,793,381,790,670,128,2010,12005,3021.0,0.647421673914973,0.06703204047217538,0.15225880891097895,13488,6824,6664,0.35303355493901484
21460,"Enterprise-Ozark, AL Micro Area",3522,2814,2204,2324,3349,2361,1512,1331,1028,2290,5298,5067,2165,1040,843,322,45230,37470,7760,28320.0,1437.0,1393.0,2827.0,1319.0,383.0,47.0,149.0,9355.0,0.0,24764,218,2514,4218,5557,2416,2677,4095,2655,414,12706,1398,3534,2653,2201,1360,354,771,424,11,2011,12655,1898.0,0.6261330975016582,0.041963298695556046,0.1715675436657086,12919,6732,6187,0.3447824926607953
21460,"Enterprise-Ozark, AL Micro Area",4497,2599,2588,2227,2700,2334,2169,2076,2336,3076,3774,4442,2662,1532,1435,347,45533,40794,4739,30801.0,1973.0,928.0,2145.0,1619.0,431.0,172.0,134.0,7311.0,19.0,26307,337,2479,3819,5562,3174,2928,4440,2875,693,14487,1767,4211,3476,2080,793,628,1082,329,121,2012,11292,2356.0,0.6764544396371862,0.05174269211341225,0.10407836074934662,13985,6298,7687,0.3428200225523361
21500,"Erie, PA Metro Area",11267,8178,7687,6233,6916,7407,5577,5673,6112,10355,10726,10836,5118,2154,1511,1581,116922,107331,9591,76119.0,2646.0,11654.0,7040.0,3982.0,1862.0,2007.0,3068.0,8544.0,0.0,74793,857,8674,13900,18655,8132,5549,8748,7720,2558,32538,5423,6928,5881,5074,2890,846,1858,2634,1004,2005,31917,10919.0,0.6510237594293632,0.0933870443543559,0.08202904500436188,35383,22574,12809,0.3296624460780203
21500,"Erie, PA Metro Area",11311,7451,6794,8637,6775,6912,6367,5762,4588,10596,9906,11245,5742,2396,1871,1521,117597,107874,9723,76259.0,2399.0,13318.0,6301.0,4476.0,1904.0,2211.0,3696.0,7033.0,0.0,74100,833,7002,13087,19639,8270,7204,8760,7953,1352,33774,5046,7947,6823,4422,2517,820,1987,2232,1980,2006,31747,12287.0,0.6484774271452503,0.1044839579240967,0.0826806806296079,34859,20089,14770,0.32314552162708343
21500,"Erie, PA Metro Area",8876,7376,7183,6398,6440,7196,5985,6599,4634,9621,11361,11275,6586,2358,1965,1779,117985,105632,12353,77899.0,3657.0,9929.0,6949.0,4670.0,2043.0,1777.0,3173.0,7888.0,0.0,75070,422,7244,13740,19187,9671,6257,9205,7305,2039,30562,4234,7247,5451,4625,1950,1832,2283,1712,1228,2007,32257,11663.0,0.6602449463914905,0.0988515489257109,0.1046997499682163,33682,20984,12698,0.31886170857315965
21500,"Erie, PA Metro Area",7729,7343,6185,6555,7216,7198,5572,6108,4646,9772,11722,11611,7327,3083,2138,2230,118420,106435,11985,77059.0,3941.0,11138.0,6361.0,4876.0,3237.0,1812.0,3103.0,6893.0,0.0,73786,323,7851,13483,18987,9175,6771,9186,5739,2271,32649,4682,6127,6271,5624,2648,1663,2109,2021,1504,2008,33105,13028.0,0.6507262286775882,0.11001520013511232,0.10120756628947813,33732,21334,12398,0.3169258232724198
