cbsa,name,households_income_lt_10k,households_income_10k_15k,households_income_15k_20k,households_income_20k_25k,households_income_25k_30k,households_income_30k_35k,households_income_35k_40k,households_income_40k_45k,households_income_45k_50k,households_income_50k_60k,households_income_60k_75k,households_income_75k_100k,households_income_100k_125k,households_income_125k_150k,households_income_150k_200k,households_income_200k_plus,housing_units,occupied_housing_units,vacant_housing_units,housing_units_1_detached,housing_units_1_attached,housing_units_2,housing_units_3_4,housing_units_5_9,housing_units_10_19,housing_units_20_49,housing_units_50_plus,housing_units_mobile_home,housing_units_other,owner_households,owner_households_15_24,owner_households_25_34,owner_households_35_44,owner_households_45_54,owner_households_55_59,owner_households_60_64,owner_households_65_74,owner_households_75_84,owner_households_85_plus,renter_households,renter_households_15_24,renter_households_25_34,renter_households_35_44,renter_households_45_54,renter_households_55_59,renter_households_60_64,renter_households_65_74,renter_households_75_84,renter_households_85_plus,year,households_income_50k_to_100k,housing_units_multifamily_5plus,share_sf_detached,share_multifamily_5plus,vacancy_rate,households_25_44,owner_households_25_44,renter_households_25_44,share_households_25_44
28660,"Killeen-Temple-Fort Hood, TX Metro Area",9796,6774,6794,8155,7137,7956,8374,7875,5070,10767,12132,16208,9749,5125,4566,1530,164257,128008,36249,103231.0,7634.0,9412.0,9303.0,9066.0,7120.0,2053.0,2746.0,13428.0,264.0,71620,512,9033,13147,18020,6243,6362,11318,5058,1927,56388,7364,19058,14244,7451,1824,2334,2637,1064,412,2011,39107,20985.0,0.6284724547507868,0.12775711233006812,0.22068465879688537,55482,22180,33302,0.43342603587275796
28660,"Killeen-Temple-Fort Hood, TX Metro Area",10009,6481,6296,7853,8296,7846,8082,7807,5940,12687,14679,16244,8971,5789,4184,2831,164304,133995,30309,107302.0,10588.0,5950.0,8525.0,10038.0,7199.0,1996.0,2598.0,10029.0,79.0,77619,1099,8280,16325,18202,6969,6871,12239,6347,1287,56376,9600,19282,11007,7528,2117,2596,1740,1755,751,2012,43610,21831.0,0.6530699191742136,0.13286955886649138,0.18446903301197778,54894,24605,30289,0.4096720026866674
28660,"Killeen-Temple, TX Metro Area",10030,5808,6150,7275,6026,6984,8347,7070,7812,14357,14304,15941,10504,4618,4513,2839,166213,132578,33635,107178.0,4825.0,12786.0,8326.0,7937.0,6565.0,2921.0,3069.0,12389.0,217.0,76218,888,9948,14163,18322,7948,6852,10743,5891,1463,56360,7591,20235,12411,7328,2948,1724,2048,1473,602,2013,44602,20492.0,0.6448232087742836,0.12328758881675922,0.20236082616883155,56757,24111,32646,0.42810270180572946
28660,"Killeen-Temple, TX Metro Area",8269,6848,7207,8612,8145,7511,8870,8872,7119,13882,16615,18599,10246,4595,5283,4382,169053,145055,23998,109558.0,6643.0,10052.0,9459.0,8330.0,8331.0,2326.0,1930.0,12345.0,79.0,79143,526,9906,11879,18083,9273,8736,12744,5393,2603,65912,11473,22046,14742,7027,2998,2479,2973,1169,1005,2014,49096,20917.0,0.6480689487912075,0.12373042773568052,0.14195548141707037,58573,21785,36788,0.4037985591672124
28660,"Killeen-Temple, TX Metro Area",13495,5670,8795,8755,8861,8510,7484,8571,7616,13387,17549,18318,10655,5553,4338,4066,171503,151623,19880,111446.0,7685.0,7185.0,9852.0,7641.0,8016.0,3346.0,2982.0,12902.0,448.0,80188,935,9061,14942,17240,8460,7824,13738,5976,2012,71435,11645,23301,15036,8582,4171,2931,2713,1537,1519,2015,49254,21985.0,0.6498195366844894,0.12819017743129857,0.11591633965586608,62340,24003,38337,0.4111513424744267
28660,"Killeen-Temple, TX Metro Area",9489,6227,6785,7884,8262,7747,7813,8978,7024,14506,17134,22328,10276,6876,4001,5092,173349,150422,22927,118182.0,6604.0,7862.0,8799.0,7418.0,6971.0,3282.0,2549.0,11451.0,231.0,83717,1049,9728,17563,16551,9776,7009,12555,7439,2047,66705,9384,23284,13310,8905,3498,2316,3976,1360,672,2016,53968,20220.0,0.681757610369832,0.11664330339373172,0.13225919964926247,63885,27291,36594,0.42470516280863174
28660,"Killeen-Temple, TX Metro Area",9442,5419,4948,9466,7802,8341,7056,8009,8003,14184,18416,18500,12859,8445,4472,3835,175581,149197,26384,115353.0,11351.0,11947.0,8032.0,5941.0,6370.0,2966.0,2053.0,11291.0,277.0,84879,1130,10122,15589,17446,9213,8133,14632,5988,2626,64318,8017,21574,16224,7384,3268,2582,3033,1274,962,2017,51100,17330.0,0.6569788302834589,0.0987008844920578,0.15026682841537525,63509,25711,37798,0.4256720979644363
28660,"Killeen-Temple, TX Metro Area",9503,6878,6534,8254,8864,6552,8178,8728,7538,12788,17281,20594,13424,7860,6096,3088,178904,152160,26744,118138.0,9242.0,8956.0,7000.0,5824.0,8642.0,3108.0,3125.0,14445.0,424.0,85458,348,10092,15460,18641,8364,8075,14721,7676,2081,66702,7444,21883,14190,9196,4731,3091,3622,1980,565,2018,50663,20699.0,0.6603429772391898,0.11569892232705808,0.14948799356079237,61625,25552,36073,0.40500131440588855
28660,"Killeen-Temple, TX Metro Area",10977,7221,5752,8886,5929,11107,7959,7346,5687,14309,17627,20470,12399,6761,7924,6734,181019,157088,23931,113567.0,11778.0,10483.0,9609.0,7707.0,7897.0,4158.0,4382.0,11091.0,347.0,87785,1230,11568,14976,17467,9180,8808,14426,7295,2835,69303,8106,23509,13291,9839,3940,3352,4051,2266,949,2019,52406,24144.0,0.6273761317872709,0.13337826416011578,0.13220159209806706,63344,26544,36800,0.4032389488694235
28660,"Killeen-Temple, TX Metro Area",10045,8659,7019,8003,7766,7721,8386,8623,6279,15085,21067,22789,15536,11838,8694,6988,189975,174498,15477,123874.0,10238.0,7975.0,11389.0,5459.0,11198.0,2504.0,5268.0,11631.0,439.0,98160,2333,13077,18700,18347,10101,9458,15421,8446,2277,76338,8457,24536,15816,11019,3048,5111,5324,1940,1087,2021,58941,24429.0,0.6520542176602184,0.12859060402684563,0.08146861429135413,72129,31777,40352,0.4133514424234089
28660,"Killeen-Temple, TX Metro Area",10694,6361,4091,8296,6940,8927,9120,8001,7760,14817,21261,25402,17948,9021,10092,10946,195482,179677,15805,128115.0,11863.0,8993.0,9073.0,5948.0,7266.0,4037.0,5450.0,14298.0,439.0,101059,2005,13531,19214,18037,8672,10435,18015,8968,2182,78618,10865,24157,16548,9325,5334,4057,5067,2724,541,2022,61480,22701.0,0.655380034990434,0.11612833918212419,0.08085143389161151,73450,32745,40705,0.4087891048937816
28660,"Killeen-Temple, TX Metro Area",9894,5570,4737,6000,5886,7753,6951,8828,5495,14510,22278,26099,20404,12247,12752,12932,198454,182336,16118,135560.0,9360.0,10095.0,11004.0,7297.0,7225.0,2912.0,4663.0,9442.0,896.0,109415,1263,13971,24677,19606,9512,11182,17223,8987,2994,72921,10063,23676,12950,10826,4009,4045,4536,1412,1404,2023,62887,22097.0,0.6830802100234815,0.11134570227861368,0.08121781369990023,75274,38648,36626,0.4128312565812566
28660,"Killeen-Temple, TX Metro Area",10669,7345,5207,6544,7362,5784,8431,8375,6500,14690,19661,29033,19754,12453,13182,10793,201885,185783,16102,133434.0,8413.0,10861.0,12101.0,6783.0,6387.0,3009.0,7628.0,12608.0,661.0,109658,1903,9378,23411,20532,10814,12337,18054,10422,2807,76125,10365,25536,15891,8729,3674,3104,5541,2273,1012,2024,63384,23807.0,0.6609406345196522,0.11792357034945637,0.07975827822770389,74216,32789,41427,0.39947680896529825
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",15044,11607,10611,10194,9594,10059,7465,6992,5419,9649,11658,12238,4469,2036,1894,1097,142933,130026,12907,100994.0,3462.0,2832.0,3007.0,5273.0,3950.0,1106.0,1023.0,21192.0,94.0,96958,1513,9881,16902,20653,10593,9252,15291,10258,2615,33068,3484,6530,8028,7202,1247,1070,2678,2382,447,2005,33545,11352.0,0.7065828045307941,0.07942182700985777,0.0903010501423744,41341,26783,14558,0.3179441034869949
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",15414,13702,8512,8692,9516,8008,8614,5693,6042,10292,11182,10123,5120,2543,2092,1916,143806,127461,16345,100844.0,3676.0,2335.0,1978.0,5362.0,3234.0,778.0,1355.0,24197.0,47.0,96484,1232,9394,16134,22064,9462,10335,15121,10437,2305,30977,2705,8670,6552,4465,2859,1527,1948,1632,619,2006,31597,10729.0,0.701250295537043,0.0746074572688205,0.11366006981628027,40750,25528,15222,0.31970563544927466
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",14365,12518,9021,9512,8359,8684,6652,6214,6940,12085,12581,11591,5155,2744,1646,1899,145334,129966,15368,101645.0,3021.0,1620.0,5096.0,4544.0,3819.0,1217.0,1238.0,23046.0,88.0,96003,1651,9137,14846,19945,11185,9290,16479,9512,3958,33963,3813,8911,6761,6231,2300,1479,1467,2399,602,2007,36257,10818.0,0.6993889936284696,0.07443543836954876,0.10574263420809996,39655,23983,15672,0.30511826169921363
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",11624,10194,11570,7838,6391,9685,8488,6380,6223,11209,16128,9719,6609,3117,2460,2070,144808,129705,15103,99221.0,3299.0,2661.0,3311.0,4665.0,4617.0,1523.0,1322.0,24189.0,0.0,96447,1276,8954,16390,20756,9254,9852,15554,10809,3602,33258,3871,10798,5195,5175,1864,1942,2376,1377,660,2008,37056,12127.0,0.6851900447489089,0.083745373183802,0.10429672393790398,41337,25344,15993,0.31870012721174973
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",15557,10018,9275,10550,9448,8329,8443,7881,6968,9763,10164,12860,5292,2392,2035,1644,146985,130619,16366,101572.0,3434.0,3430.0,3754.0,5256.0,2252.0,1959.0,1560.0,23466.0,302.0,94506,1934,7875,16401,19809,9440,9052,16337,10370,3288,36113,3377,9580,6596,6791,3105,2125,2203,1647,689,2009,32787,11027.0,0.6910365003231622,0.07502126067285778,0.11134469503690853,40452,24276,16176,0.30969460798199344
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",12916,11827,11150,11811,9265,8460,5679,7428,6253,10624,10400,11698,5266,2556,2106,2678,148544,130117,18427,101590.0,3711.0,4398.0,4293.0,5588.0,3633.0,1282.0,1497.0,22552.0,0.0,94354,1649,6670,14460,19576,10099,11235,16240,10328,4097,35763,3159,8087,7307,6181,2296,2232,4386,1149,966,2010,32722,12000.0,0.6839051055579491,0.08078414476518742,0.12405078629900905,36524,21130,15394,0.2807012150602919
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",11654,10083,11395,9576,9381,8081,8294,5996,6124,11088,11369,14019,5416,3332,2726,2065,147634,130599,17035,100368.0,2994.0,2269.0,4860.0,6485.0,4537.0,1647.0,1435.0,23039.0,0.0,95844,876,8152,13657,19571,10312,10783,17691,10390,4412,34755,4088,8112,8181,4852,2407,2088,3015,1260,752,2011,36476,14104.0,0.6798433965075795,0.09553354918243764,0.1153866995407562,38102,21809,16293,0.29174802257291405
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",12008,9428,9779,10091,9681,8248,7863,6911,4729,10445,12476,11532,7037,2555,2446,2475,147095,127704,19391,103136.0,3048.0,3921.0,2926.0,5241.0,3498.0,1082.0,2203.0,21895.0,145.0,94170,1107,7586,12940,17785,11143,9696,19179,10654,4080,33534,3522,7351,6271,6391,2455,1831,2385,1938,1390,2012,34453,12024.0,0.7011523165301335,0.08174309119956491,0.13182637071280465,34148,20526,13622,0.26739961160182923
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",12541,10595,8597,9177,7642,8024,7772,5960,5829,10302,13191,11342,6610,3871,2705,2057,146116,126215,19901,103335.0,3003.0,3442.0,4004.0,5350.0,3758.0,1905.0,1823.0,19278.0,218.0,94178,441,7388,11878,18168,9110,13133,19030,11192,3838,32037,1763,5727,7794,6149,2337,2376,2462,2301,1128,2013,34835,12836.0,0.7072120780749541,0.08784801116920803,0.13620000547510197,32787,19266,13521,0.25977102563086796
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",11946,10540,8926,10050,9102,7413,8232,6770,4671,10570,11347,13236,7492,4104,3271,2374,147346,130044,17302,102332.0,2777.0,2754.0,3578.0,5452.0,3488.0,1528.0,1707.0,23624.0,106.0,95698,833,7340,13190,17947,11578,10705,19567,10500,4038,34346,3188,6043,6749,7359,2689,2145,3204,1901,1068,2014,35153,12175.0,0.6945013777096086,0.08262864278636678,0.11742429383899122,33322,20530,12792,0.2562363507735843
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",12072,8883,9380,8342,7538,8616,7134,5661,6424,12454,12385,11826,6855,3584,2893,2793,147362,126840,20522,100597.0,3513.0,3825.0,3587.0,6690.0,4156.0,1208.0,1593.0,22193.0,0.0,89748,788,5863,11274,17743,9246,10372,19150,11592,3720,37092,2044,8185,6256,7085,4276,3151,3645,1506,944,2015,36665,13647.0,0.6826522441334943,0.09260867794953923,0.13926249643734476,31578,17137,14441,0.2489593188268685
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",10649,7108,8747,10284,8343,8938,6595,6860,5255,10150,12005,13088,6616,2801,3565,2753,147539,123757,23782,101706.0,2934.0,3497.0,3476.0,4868.0,4662.0,1647.0,1225.0,23440.0,84.0,88696,1295,5818,9904,16398,9833,11510,18580,10961,4397,35061,2412,6627,6853,5255,4557,3553,3400,1800,604,2016,35243,12402.0,0.6893499345935651,0.08405913012830506,0.16119127823829632,29202,15722,13480,0.2359624102070994
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",10850,8765,7505,8561,8538,7737,7294,7313,6013,10473,14291,12223,8121,4256,3927,3418,149183,129285,19898,104149.0,2514.0,3730.0,4268.0,5612.0,3161.0,728.0,1247.0,23507.0,267.0,94648,734,7199,11033,18767,9433,10635,21028,11572,4247,34637,3232,7465,5876,7492,2528,2518,3055,1749,722,2017,36987,10748.0,0.6981291434010578,0.07204574247736002,0.13337980869133884,31573,18232,13341,0.2442123989635302
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",10976,8977,8663,8767,7571,7410,7845,5816,5290,9482,11764,13532,7989,4767,4066,2853,149268,125768,23500,102577.0,3400.0,3303.0,5094.0,6247.0,2896.0,1447.0,2011.0,22276.0,17.0,92298,474,7103,10730,17673,9136,10159,20211,12679,4133,33470,2855,7205,6169,5387,1966,3277,4144,1540,927,2018,34778,12601.0,0.68720020366053,0.08441862957901225,0.15743494921885468,31207,17833,13374,0.24813148018573883
28700,"Kingsport-Bristol, TN-VA Metro Area",9899,6806,7219,7966,8677,5619,7714,6702,6081,9285,15587,15620,10244,5529,4153,3827,150167,130928,19239,106456.0,3024.0,3258.0,2808.0,7010.0,3143.0,2576.0,1078.0,20466.0,348.0,95579,1060,8501,10982,17841,8810,10692,20679,12286,4728,35349,2427,7491,5755,7129,2442,2561,3198,2769,1577,2019,40492,13807.0,0.7089174052887784,0.09194430201042839,0.12811736266956122,32729,19483,13246,0.24997708664304044
28700,"Kingsport-Bristol, TN-VA Metro Area",11347,7132,8944,7621,6240,6464,7013,4763,5964,9516,12919,15242,8126,6692,4465,5864,149166,128312,20854,104118.0,2633.0,3672.0,3884.0,6234.0,4214.0,1188.0,2332.0,20813.0,78.0,93809,491,7974,10841,16316,10457,9655,20830,12761,4484,34503,2665,6850,7141,5525,3138,3435,3595,1691,463,2021,37677,13968.0,0.6980008849201561,0.09364064196934958,0.13980397677754985,32806,18815,13991,0.25567367042833095
28700,"Kingsport-Bristol, TN-VA Metro Area",7265,8069,7513,8575,7108,5603,6442,7497,5836,9616,13422,16794,10604,6324,6430,5867,149105,132965,16140,105015.0,3595.0,3543.0,4152.0,6603.0,2546.0,1436.0,2059.0,19627.0,529.0,99491,1314,6909,11686,18463,8365,11415,22569,14654,4116,33474,4148,7781,5476,5523,2331,2257,3337,2341,280,2022,39832,12644.0,0.7043023372790986,0.08479930250494618,0.10824586700647194,31852,18595,13257,0.23955176174181175
28700,"Kingsport-Bristol, TN-VA Metro Area",8492,7206,6232,7715,6767,7460,7279,6568,4740,10509,12055,14724,11390,7112,7108,7618,150146,132975,17171,107585.0,3638.0,2719.0,4567.0,5712.0,3881.0,1864.0,1753.0,18006.0,421.0,101795,901,9676,12084,15718,11279,12044,21856,12920,5317,31180,2383,6054,5888,5374,1794,2407,4390,2133,757,2023,37288,13210.0,0.7165359050524156,0.08798103179571884,0.11436202096625951,33702,21760,11942,0.2534461364918218
28700,"Kingsport-Bristol, TN-VA Metro Area",8050,6318,4551,6987,5669,6300,6513,4980,5570,10287,13496,19183,13330,7371,9095,6434,151085,134134,16951,105948.0,3344.0,2726.0,3642.0,6405.0,3883.0,1268.0,2454.0,21143.0,272.0,97635,1223,7552,11019,16335,10884,10401,22372,14407,3442,36499,3903,7827,6633,6350,2980,2133,3954,2044,675,2024,42966,14010.0,0.7012476420557964,0.0927292583644968,0.11219512195121951,33031,18571,14460,0.24625374625374624
28740,"Kingston, NY Metro Area",5330,4364,2870,3371,4514,3480,3856,2928,2786,6180,8648,7725,6214,2604,2125,1406,80509,68401,12108,54677.0,1257.0,6822.0,4812.0,4255.0,2333.0,1029.0,1304.0,4020.0,0.0,45281,74,3600,8987,12902,4994,4232,5241,4378,873,23120,3315,5686,3525,3071,2466,1046,1849,1901,261,2005,22553,8921.0,0.6791414624451925,0.11080748736166143,0.15039312375013975,21798,12587,9211,0.31867955146854576
28740,"Kingston, NY Metro Area",3306,4922,3474,3774,3293,3585,3280,4094,3342,7177,7078,10783,5864,2518,2130,2073,81158,70693,10465,57526.0,1902.0,6939.0,4408.0,3654.0,1348.0,579.0,312.0,4490.0,0.0,47444,149,3260,9970,11007,5633,4668,7177,4953,627,23249,2003,5504,4246,4991,1901,1022,1826,1117,639,2006,25038,5893.0,0.7088149042608246,0.07261144927179083,0.1289460065551147,22980,13230,9750,0.32506754558442846
28740,"Kingston, NY Metro Area",4019,3237,3290,3398,3793,2991,3848,3305,2867,5439,7848,8543,7015,3657,3692,2317,81493,69259,12234,55982.0,1013.0,6568.0,5434.0,3187.0,2413.0,681.0,1661.0,4554.0,0.0,48267,452,3832,9268,11941,6352,4063,6572,4480,1307,20992,1800,5887,3640,3603,1367,1742,1283,1329,341,2007,21830,7942.0,0.6869547077663112,0.0974562232338974,0.15012332347563595,22627,13100,9527,0.3267012229457543
28740,"Kingston, NY Metro Area",3684,3091,3370,3775,4309,3193,2759,3391,2863,7912,7132,9730,5448,4212,2948,2231,81850,70048,11802,55606.0,2282.0,6710.0,4291.0,4811.0,1580.0,728.0,798.0,5044.0,0.0,45968,223,3028,8437,11975,6644,4458,5895,4310,998,24080,2694,5920,5527,4157,1502,1057,1664,1236,323,2008,24774,7917.0,0.6793646915088577,0.09672571777642028,0.1441905925473427,22912,11465,11447,0.327089995431704
28740,"Kingston, NY Metro Area",2996,2929,4009,3398,4021,3381,2574,3471,4093,6637,7914,9231,5899,4051,3241,3126,82335,70971,11364,57358.0,2160.0,6414.0,3882.0,4224.0,1415.0,557.0,1196.0,5129.0,0.0,49853,508,3584,8874,12887,5745,5182,7058,4044,1971,21118,2737,6063,2926,3237,1595,1486,1864,773,437,2009,23782,7392.0,0.6966417683852554,0.08977955911823647,0.1380214975405356,21447,12458,8989,0.3021938538276197
28740,"Kingston, NY Metro Area",4667,3832,4039,3271,3481,3620,3595,3966,2676,6552,6548,7987,5672,3131,3342,2202,83643,68581,15062,58183.0,2089.0,6018.0,4726.0,4689.0,1278.0,467.0,1170.0,5023.0,0.0,47567,19,3213,7496,11831,6369,6444,6915,3763,1517,21014,1166,4777,3334,4840,1441,1328,2231,1497,400,2010,21087,7604.0,0.6956111091185156,0.09091017777937185,0.18007484188754588,18820,10709,8111,0.2744200288709701
28740,"Kingston, NY Metro Area",4891,3165,4695,4160,2960,3213,2899,2700,3417,5211,6726,9475,5787,3638,3269,2921,83852,69127,14725,56071.0,2181.0,6614.0,6035.0,3425.0,2667.0,982.0,1119.0,4702.0,56.0,45415,32,2530,7043,11606,5543,6705,6553,4204,1199,23712,1998,3931,4665,5049,1584,2048,1965,1690,782,2011,21412,8193.0,0.6686900729857368,0.09770786624051901,0.17560702189572103,18169,9573,8596,0.2628350716796621
28740,"Kingston, NY Metro Area",3817,3254,4360,4328,2927,3414,2809,3246,2547,5890,6951,10309,5937,4424,3183,2957,83706,70353,13353,56647.0,2198.0,6215.0,4243.0,4258.0,2033.0,1020.0,1726.0,5114.0,252.0,48938,0,2677,7510,11605,5017,7065,8078,5243,1743,21415,1828,5079,3722,4032,1902,1483,1733,966,670,2012,23150,9037.0,0.6767376293216735,0.10796119752466968,0.15952261486631783,18988,10187,8801,0.2698960954046025
28740,"Kingston, NY Metro Area",3808,3513,2422,3624,4068,4320,2169,2660,2277,6124,8233,8231,5918,3830,4311,3142,83477,68650,14827,57697.0,2879.0,6296.0,3944.0,2668.0,1963.0,1044.0,1386.0,5600.0,0.0,48419,238,2878,6234,12334,5421,6999,7601,5173,1541,20231,2064,4267,3641,3336,1395,1833,2182,893,620,2013,22588,7061.0,0.6911724187500748,0.08458617343699462,0.1776177869353235,17020,9112,7908,0.24792425345957755
28740,"Kingston, NY Metro Area",4274,4626,3475,3033,3348,4473,3092,2774,2207,4257,6766,8710,6884,3769,4009,3825,83713,69522,14191,57657.0,1933.0,6674.0,4412.0,3909.0,2020.0,1080.0,1124.0,4904.0,0.0,47857,217,2176,6547,10628,5797,5457,10164,4893,1978,21665,1710,5381,2731,4219,1854,1683,2450,1260,377,2014,19733,8133.0,0.6887460728919045,0.09715336924969838,0.16951966839081145,16835,8723,8112,0.24215356290095222
28740,"Kingston, NY Metro Area",4520,3852,2862,3385,2883,3465,2967,3454,2962,4525,8068,8585,7166,3601,4846,2453,83808,69594,14214,58971.0,2074.0,5875.0,3441.0,3372.0,2334.0,1419.0,1136.0,5186.0,0.0,47653,22,2735,6628,10366,6653,6058,9299,4495,1397,21941,1334,4112,3634,4711,1523,1714,2700,1636,577,2015,21178,8261.0,0.7036440435280642,0.09857054219167621,0.16960194730813288,17109,9363,7746,0.24584015863436504
28740,"Kingston, NY Metro Area",3375,3831,3552,3453,3877,3120,1840,2761,1927,4976,7316,9014,6576,3931,4117,4632,83934,68298,15636,56978.0,2696.0,5979.0,4102.0,4390.0,1947.0,935.0,1519.0,5388.0,0.0,46444,317,2036,5943,10581,5877,5676,9731,4317,1966,21854,1439,5259,3244,3272,2156,1053,2872,1560,999,2016,21306,8791.0,0.6788429003741034,0.10473705530535897,0.18628922724998212,16482,7979,8503,0.24132478257049986
28740,"Kingston, NY Metro Area",3142,3448,2949,2960,3223,2703,2356,3470,2983,5444,7638,8682,6327,5217,4608,3672,85141,68822,16319,60688.0,2377.0,6033.0,3594.0,1719.0,1774.0,841.0,1891.0,6118.0,106.0,48219,0,3025,6155,9564,7380,5786,10070,4572,1667,20603,1794,5001,3551,3365,1599,1531,2045,1307,410,2017,21764,6225.0,0.7127940710116161,0.07311401087607615,0.19167028811031114,17732,9180,8552,0.2576501700037779
28740,"Kingston, NY Metro Area",3619,3359,2896,2905,3207,2326,3286,2195,2479,6282,6290,9162,5871,4298,5639,5340,85431,69154,16277,58796.0,2108.0,5968.0,5319.0,2527.0,2629.0,1670.0,1267.0,5147.0,0.0,46491,130,2766,6221,9040,5029,5349,10408,5596,1952,22663,1948,5582,3578,2899,1491,3505,2178,952,530,2018,21734,8093.0,0.6882279266308483,0.09473142067867636,0.19052802846741815,18147,8987,9160,0.2624143216589062
28740,"Kingston, NY Metro Area",4025,3218,3432,3167,3115,2314,3749,2236,2110,4626,6256,9004,6098,5344,5893,4789,85616,69376,16240,58662.0,2617.0,5738.0,5183.0,3518.0,2075.0,1234.0,1746.0,4843.0,0.0,46749,203,2337,6813,8539,5769,5958,10613,4968,1549,22627,1976,5132,3020,3356,2583,1671,3223,1172,494,2019,19886,8573.0,0.6851756680994207,0.10013315268174174,0.18968417118295647,17302,9150,8152,0.24939460332103322
28740,"Kingston, NY Metro Area",3514,2515,2835,3138,2335,2585,2401,2311,2352,5537,6080,9859,7334,4799,8667,8791,86177,75053,11124,60724.0,2296.0,6158.0,4954.0,3273.0,1425.0,848.0,2260.0,4164.0,75.0,55847,89,5218,7993,9844,5142,7078,12221,5909,2353,19206,1080,3698,3284,2913,1738,1902,2966,1203,422,2021,21476,7806.0,0.7046427701126751,0.09058101349548023,0.12908316604198336,20193,13211,6982,0.26904987142419357
28740,"Kingston, NY Metro Area",5472,2865,1958,2064,1746,2768,2123,2836,1364,4523,7871,7807,8046,7015,7065,9664,86478,75187,11291,58852.0,3066.0,6540.0,5181.0,3113.0,2614.0,1099.0,1167.0,4846.0,0.0,50850,227,3397,7533,8864,5666,6329,10711,5834,2289,24337,1904,5776,3422,3865,1750,2439,3327,1091,763,2022,20201,7993.0,0.6805430282846504,0.09242813201045352,0.13056499919054557,20128,10930,9198,0.26770585340550895
28740,"Kingston, NY Metro Area",2731,2454,2043,2326,1626,2005,2164,3421,3310,4680,5457,10268,8153,7110,6563,9584,86867,73895,12972,58616.0,2852.0,6671.0,4997.0,3973.0,3052.0,1652.0,844.0,4210.0,0.0,53482,59,2215,7659,10609,6635,5350,11549,7027,2379,20413,1164,5562,3248,2129,2317,1306,2824,974,889,2023,20405,9521.0,0.6747786846558532,0.10960433766562676,0.14933173702326547,18684,9874,8810,0.2528452534000947
